User_ID,Age,Gender,Job_Type,Annual_Income,Marital_Status,Number_of_Dependents,Rent,EMI,Grocery,Food_Outside,Travel,Entertainment,Healthcare,Subscriptions,Education,Savings,Financial_Goal,Target_Monthly_Expense
3753,56,Female,Self-Employed,608625.0,Single,0,10134.0,1016,3485.0,951,1548,650,2456,760,2595,11061.0,Save for Trip,23595
3754,20,Female,Salaried,660386.0,Married,3,6531.0,7716,5617.0,1106,598,899,1945,1099,2312,6996.0,Buy House,27823
3755,25,Male,Salaried,470185.0,Married,2,16613.0,4256,3995.0,742,1912,744,2533,1073,2364,12511.0,Buy House,34232
3756,40,Female,Freelancer,413767.0,Married,4,10262.0,8717,5477.0,902,1851,1130,1727,939,48,14045.0,Education,31053
3757,31,Female,Freelancer,695459.0,Single,4,17629.0,7205,3748.0,3429,2975,864,1692,942,5443,12476.0,Emergency Fund,43927
3758,44,Male,Self-Employed,643503.0,Married,1,13026.0,16144,6117.0,1096,866,60,1120,706,2825,9309.0,None,41960
3759,46,Female,Self-Employed,442130.0,Married,2,10046.0,2547,5652.0,2715,1599,1549,1696,502,3091,12081.0,Save for Trip,29397
3760,56,Female,Salaried,312315.0,Single,1,7164.0,8040,6834.0,457,1877,1196,602,778,3417,6417.0,Education,30365
3761,56,Female,Self-Employed,346015.0,Single,1,6132.0,8453,6086.0,637,1808,1512,853,711,3477,13864.0,None,29669
3762,18,Female,Salaried,839227.0,Married,1,12936.0,6134,,1202,2799,1031,954,933,1572,17501.0,Education,32477
3763,34,Female,Student,477349.0,Married,2,13822.0,7908,7305.0,2582,718,1329,1227,973,3719,13156.0,Emergency Fund,39583
3764,58,Male,Self-Employed,532218.0,Single,1,7800.0,16566,5575.0,1802,1979,171,0,749,2093,9900.0,None,36148
3765,47,Female,Salaried,890068.0,Married,4,5958.0,9450,1533.0,1931,2067,682,579,1028,4053,0.0,Save for Trip,27281
3766,30,Female,Salaried,375570.0,Single,1,15496.0,14047,4087.0,1213,1135,1411,263,833,1248,7949.0,Education,39733
3767,38,Male,Freelancer,454601.0,Single,2,15719.0,6120,4777.0,1453,1739,679,2741,907,1601,17108.0,Education,35736
3768,36,Female,Salaried,446247.0,Single,2,7866.0,11089,6961.0,855,1692,1929,619,792,2723,10352.0,Buy House,34526
3769,36,Female,Salaried,923614.0,Single,3,11077.0,4757,4349.0,2686,1950,2022,732,970,835,7953.0,Emergency Fund,29378
3770,42,Female,Self-Employed,998677.0,Married,1,14584.0,4512,3965.0,2347,1182,1192,1400,764,671,4673.0,Education,30617
3771,39,Male,Salaried,750313.0,Single,2,6490.0,874,1924.0,1698,712,1045,1647,638,1079,15883.0,Save for Trip,16107
3772,48,Male,Freelancer,756677.0,Single,1,7616.0,3736,6938.0,1666,1666,2429,1817,977,3482,11126.0,None,30327
3773,34,Female,Salaried,483929.0,Single,0,16091.0,8224,7159.0,2271,2188,0,986,740,3591,15532.0,Buy House,40466
3774,40,Male,Freelancer,989466.0,Single,4,7545.0,14184,,2950,534,1247,1357,877,2413,0.0,None,34397
3775,49,Female,Salaried,653539.0,Married,4,12345.0,7534,2871.0,1360,2365,1716,2685,908,723,13357.0,None,32507
3776,27,Male,Salaried,770622.0,Married,1,12491.0,8929,6560.0,2675,1678,0,1428,356,1347,4817.0,Buy House,35259
3777,27,Male,Student,578895.0,Single,4,6013.0,12583,6942.0,1361,1364,405,1581,671,2159,11815.0,Education,33079
3778,53,Male,Self-Employed,546393.0,Married,4,16911.0,6705,3917.0,1769,1443,1669,2223,437,912,8615.0,Emergency Fund,35986
3779,25,Male,Salaried,932608.0,Single,0,4207.0,4096,4651.0,1804,356,893,2123,865,3469,8587.0,Emergency Fund,22464
3780,37,Female,Salaried,707945.0,Married,4,13391.0,4551,5835.0,3115,1705,1352,52,427,2419,12403.0,None,32847
3781,49,Male,Self-Employed,890275.0,Married,4,9703.0,12485,3467.0,1515,1291,0,1798,402,3655,8991.0,None,33936
3782,31,Male,Self-Employed,651066.0,Single,2,12516.0,8578,3641.0,0,1764,0,1513,958,1881,5510.0,Emergency Fund,30766
3783,45,Male,Unemployed,430327.0,Married,4,10827.0,8578,4488.0,1032,1352,649,2849,1105,5862,8859.0,Save for Trip,36742
3784,63,Female,Unemployed,483331.0,Single,1,6341.0,4435,3506.0,3945,986,1873,630,533,2620,10855.0,Save for Trip,24869
3785,41,Male,Self-Employed,620593.0,Single,4,10503.0,13373,9368.0,347,379,1490,763,771,0,8787.0,None,36196
3786,32,Female,Salaried,474700.0,Single,1,14388.0,15389,6868.0,121,0,330,1165,544,2527,8096.0,Emergency Fund,41103
3787,39,Female,Salaried,378508.0,Married,4,10787.0,8693,4544.0,2809,1130,408,2125,595,1023,5187.0,Buy House,32114
3788,47,Female,Self-Employed,840283.0,Single,1,9618.0,11673,5195.0,2690,0,1429,2423,309,4909,17380.0,Education,37251
3789,21,Female,Salaried,491026.0,Married,4,2083.0,5421,2595.0,1634,69,1075,1247,893,760,6939.0,Buy House,15777
3790,30,Female,Salaried,627639.0,Married,1,7556.0,13098,5603.0,2528,2354,1282,2002,724,4396,17610.0,Save for Trip,39543
3791,40,Female,Salaried,659227.0,Single,4,8293.0,10302,6112.0,1560,611,696,1006,691,83,,Save for Trip,29354
3792,25,Male,Salaried,482369.0,Single,0,16191.0,3079,3999.0,1027,2154,621,1466,995,1212,17262.0,Save for Trip,30744
3793,35,Male,Salaried,890160.0,Married,2,,9808,4326.0,3700,2057,968,1882,1160,392,5738.0,None,34353
3794,29,Male,Salaried,376572.0,Single,2,14536.0,9788,3634.0,1330,722,470,3027,426,2467,9934.0,None,36400
3795,48,Female,Freelancer,652325.0,Single,2,8115.0,8727,7077.0,651,2453,468,2314,1010,4104,9883.0,Buy House,34919
3796,31,Other,Salaried,649224.0,Married,2,1678.0,10034,7001.0,315,2847,0,2432,718,729,11657.0,Buy House,25488
3797,51,Female,Salaried,589149.0,Married,0,16917.0,7813,5587.0,3310,31,633,1264,637,0,9430.0,Buy House,36011
3798,35,Male,Salaried,340617.0,Single,0,8146.0,7267,5201.0,2172,2389,165,116,1146,2897,8332.0,Save for Trip,29499
3799,51,Female,Self-Employed,774164.0,Married,4,16665.0,8999,,2840,856,532,3333,637,1593,10038.0,Education,38583
3800,28,Male,Salaried,748702.0,Single,0,10910.0,6601,3924.0,3860,0,895,187,775,827,7393.0,Education,27921
3801,58,Male,Self-Employed,464886.0,Single,2,18900.0,5409,4564.0,1491,1742,1547,1161,791,1564,7570.0,Emergency Fund,37169
3802,29,Male,,741497.0,Married,3,27916.0,12442,3994.0,4120,2050,816,1360,957,3129,13646.0,Emergency Fund,56784
3803,32,Male,Salaried,674982.0,Married,4,,5706,5846.0,1879,1439,1056,2514,673,3659,11388.0,Save for Trip,36989
3804,48,Female,Salaried,343878.0,Single,1,5174.0,7357,2542.0,2074,3309,719,2423,660,926,,Emergency Fund,25184
3805,46,Male,Salaried,429214.0,Single,2,14749.0,6081,3066.0,3398,2245,1102,1007,1404,2967,15625.0,Education,36019
3806,43,Male,Unemployed,827656.0,Married,2,,4519,4055.0,2041,1436,925,1656,708,1405,14403.0,None,30623
3807,35,Female,Freelancer,661883.0,Single,2,5828.0,14167,2640.0,2837,1668,0,920,101,1739,7887.0,Save for Trip,29473
3808,49,Female,Student,487139.0,Single,0,8701.0,2236,6501.0,1519,4529,860,864,569,1557,12682.0,None,27336
3809,39,Female,Salaried,428305.0,Single,1,9798.0,9589,6709.0,2400,1974,920,2066,830,951,4951.0,Emergency Fund,35237
3810,55,Male,Unemployed,,Married,4,13769.0,7477,2459.0,3401,2898,1198,352,895,4261,6995.0,None,36710
3811,34,Female,Salaried,511104.0,Single,2,7421.0,9915,,2600,2459,434,1678,1301,0,10342.0,Buy House,30655
3812,40,Female,Salaried,430807.0,Single,1,6807.0,7318,4395.0,1588,352,724,985,556,2587,5032.0,Save for Trip,25312
3813,41,Male,Student,251647.0,Single,3,6136.0,9970,4984.0,2080,444,1500,0,634,3872,17208.0,Save for Trip,29383
3814,25,Female,Student,828003.0,Single,0,2638.0,9132,5802.0,1594,1471,467,1325,1164,0,6164.0,Emergency Fund,23154
3815,58,Male,Salaried,794127.0,Single,2,15141.0,10355,1909.0,1922,1393,578,2277,1459,2358,15472.0,Education,37392
3816,23,Male,Salaried,345349.0,Single,1,12414.0,14974,6604.0,3507,1800,1967,1717,684,2267,0.0,None,45934
3817,22,Female,Salaried,627262.0,Single,1,15947.0,533,5782.0,2133,2752,310,540,473,3991,10567.0,None,32461
3818,61,Female,Salaried,419552.0,Married,2,8428.0,8325,6630.0,2859,2327,0,1623,938,0,16614.0,None,30701
3819,46,Male,Salaried,547687.0,Single,1,8272.0,4025,2219.0,2501,26,1593,116,287,5234,4667.0,None,24273
3820,45,Female,Unemployed,531047.0,Single,1,13713.0,5102,4949.0,3300,851,0,3225,794,1958,9092.0,Emergency Fund,33796
3821,28,Female,Self-Employed,514433.0,Married,4,,4192,5805.0,955,3141,845,1607,798,4181,5466.0,None,37971
3822,18,Female,Freelancer,1000589.0,Married,0,16924.0,6831,5653.0,2207,2122,1233,2006,1061,4211,10672.0,Buy House,42248
3823,60,Male,Freelancer,511935.0,Married,4,6421.0,12489,6281.0,3857,0,1587,2648,477,0,9415.0,None,33068
3824,36,Female,Self-Employed,438347.0,Single,0,,6488,5684.0,1344,1317,1394,1626,688,1190,5262.0,Buy House,36463
3825,26,Male,Freelancer,447484.0,Single,0,19520.0,9384,2077.0,4189,0,293,1614,1185,3771,18365.0,None,41635
3826,44,Female,Self-Employed,808755.0,Married,4,14109.0,11587,6728.0,1154,2577,2074,795,660,1586,10658.0,Education,41270
3827,51,Male,Salaried,269580.0,Married,2,17788.0,4593,4279.0,1726,2034,753,0,692,3342,20959.0,None,35025
3828,61,Male,Self-Employed,447475.0,Single,1,14617.0,4809,5302.0,2808,1307,398,919,593,1417,6076.0,Save for Trip,32170
3829,21,Female,Self-Employed,889365.0,Single,3,6393.0,8001,7331.0,2152,1428,1646,1615,469,2298,8436.0,None,31333
3830,53,Male,Freelancer,648797.0,Married,4,16671.0,793,4986.0,0,2052,330,1572,979,147,1580.0,Education,27509
3831,35,Male,Unemployed,638384.0,Single,4,13940.0,16037,4475.0,2409,2745,1250,1712,548,1788,0.0,None,44904
3832,32,Male,Salaried,1026429.0,Single,2,6899.0,8023,,2135,1937,733,530,263,560,17330.0,Education,24335
3833,30,Female,Freelancer,649270.0,Single,1,9160.0,10238,3002.0,1459,2225,738,954,528,2125,4638.0,Buy House,30429
3834,36,Male,Salaried,458363.0,Married,4,14062.0,7218,3188.0,1748,1897,2686,2241,445,2467,10276.0,Emergency Fund,35952
3835,23,Female,Freelancer,543585.0,Married,3,23987.0,10544,4945.0,0,2878,1085,1655,1480,5103,2678.0,Emergency Fund,51615
3836,29,Male,Salaried,372914.0,Married,1,20999.0,7303,8285.0,1451,3315,0,388,775,2010,15533.0,Buy House,43949
3837,54,Male,Salaried,851187.0,Single,4,2001.0,10233,4538.0,2729,841,0,2409,1021,321,8426.0,None,23994
3838,34,Male,Salaried,714912.0,Single,4,12004.0,13187,4956.0,2173,1308,1168,2781,518,2766,11301.0,Save for Trip,40861
3839,40,Female,Self-Employed,824883.0,Single,0,19443.0,0,6039.0,3012,1555,0,734,879,0,9080.0,Save for Trip,30813
3840,43,Male,Salaried,842597.0,Married,0,9982.0,10665,3947.0,3859,810,553,1469,832,1327,14999.0,Education,33444
3841,46,Male,Student,517158.0,Married,4,9474.0,5883,7060.0,1176,1140,1561,1321,126,2342,17200.0,None,30083
3842,50,Other,Salaried,411049.0,Married,2,9307.0,3581,4267.0,1110,1427,873,593,568,71,7467.0,Education,21797
3843,44,Female,Student,589657.0,Single,0,16224.0,2226,6839.0,2951,1520,1495,1472,392,1115,13933.0,None,34234
3844,42,Male,,425448.0,Married,4,13922.0,8391,5901.0,1845,1083,1860,1802,383,1122,7824.0,None,36309
3845,27,Male,Salaried,632991.0,Single,1,14665.0,9128,5129.0,1818,967,1482,1671,752,41,14795.0,None,35653
3846,64,Female,Salaried,826419.0,Single,3,11017.0,5497,4087.0,4704,1557,340,3105,643,4534,,Save for Trip,35484
3847,40,Male,Freelancer,566372.0,Single,0,20746.0,2967,6417.0,3249,694,1573,711,987,1268,10656.0,Education,38612
3848,38,Male,Self-Employed,629999.0,Single,4,10433.0,8459,,2159,1866,1554,594,439,129,8550.0,Buy House,30466
3849,38,Female,Self-Employed,581231.0,Married,0,16400.0,8278,4239.0,2512,264,956,2373,884,4739,14480.0,Buy House,40645
3850,60,Female,Salaried,760546.0,Single,1,1620.0,10405,7386.0,2213,1480,359,2270,1042,4203,5315.0,Emergency Fund,30978
3851,30,Female,Salaried,466444.0,Married,2,11810.0,10750,1832.0,686,3164,1016,0,355,1930,8063.0,Save for Trip,31328
3852,54,Male,Unemployed,160711.0,Single,4,9650.0,12658,7270.0,2353,1255,1098,798,711,0,11921.0,Buy House,35630
3853,50,Male,Salaried,694174.0,Single,1,12516.0,10696,8044.0,1861,2389,173,68,1155,4289,12585.0,Buy House,41191
3854,41,Female,Salaried,797567.0,Single,3,3881.0,1471,3664.0,1345,373,1605,2304,850,1534,6488.0,Education,17027
3855,61,Male,Salaried,689275.0,Single,4,20176.0,7963,4015.0,1619,1082,724,2248,415,1120,13205.0,Emergency Fund,39362
3856,28,Female,Freelancer,471954.0,Single,3,12834.0,12000,3327.0,750,2158,976,1457,408,1013,24398.0,Education,34923
3857,34,Female,Freelancer,372998.0,Single,2,23247.0,11392,6308.0,462,0,1256,2399,783,2736,9979.0,Save for Trip,47566
3858,21,Male,Salaried,698900.0,Single,4,15921.0,17719,4040.0,1307,2118,1132,2041,986,917,1821.0,Education,46181
3859,64,Female,Salaried,628296.0,Married,4,13325.0,11557,4815.0,1163,1421,919,1799,983,1362,10590.0,None,37344
3860,42,Female,,574841.0,Married,1,12080.0,2613,5954.0,3922,1157,309,1093,918,0,13624.0,Education,27883
3861,47,Female,Salaried,964493.0,Married,0,,1679,2590.0,3404,2951,2033,347,704,7,8415.0,Save for Trip,29038
3862,26,Male,Salaried,410640.0,Single,4,15790.0,8224,2695.0,1545,38,1963,1274,643,3376,12080.0,Emergency Fund,35548
3863,38,Male,Unemployed,955007.0,Single,2,14523.0,8604,5501.0,2530,1890,1754,1487,230,1763,7145.0,Education,38282
3864,37,Female,Salaried,606357.0,Single,4,23316.0,5806,4422.0,1994,2332,1001,1949,806,515,14265.0,Buy House,42141
3865,36,Male,Salaried,232886.0,Married,4,17787.0,11073,3512.0,1468,775,1382,1657,748,1382,12190.0,Save for Trip,39784
3866,36,Other,Student,564159.0,Single,4,8836.0,0,5001.0,1060,0,244,1457,770,1408,12386.0,Buy House,16169
3867,29,Male,Salaried,,Single,4,8031.0,6144,4816.0,1681,1799,978,1720,1196,16,13614.0,Education,26381
3868,54,Female,Self-Employed,526989.0,Single,2,14214.0,0,3634.0,1517,2332,0,690,699,1314,9891.0,Emergency Fund,23062
3869,59,Male,Salaried,305044.0,Single,1,12933.0,4992,5238.0,1845,2981,583,1085,730,1602,10479.0,Emergency Fund,31989
3870,34,Female,Salaried,567097.0,Married,0,13392.0,6611,3508.0,4054,0,1380,2158,430,0,14649.0,Education,30339
3871,54,Male,Student,428566.0,Single,2,3889.0,12205,6078.0,1907,1229,1699,1148,942,1693,12941.0,Save for Trip,30790
3872,56,Male,Self-Employed,698363.0,Single,2,16457.0,3113,4705.0,756,3706,342,1290,659,1326,9799.0,None,32354
3873,45,Male,Salaried,754680.0,Married,3,10132.0,7453,7760.0,1798,1756,438,1919,1575,1609,7550.0,Education,34440
3874,58,Female,Self-Employed,388746.0,Single,0,23131.0,5904,3044.0,3165,1800,1268,894,1026,2741,1373.0,Education,42973
3875,52,Male,Student,458839.0,Single,1,13175.0,7513,4114.0,4039,2084,0,1113,1461,3003,11173.0,Emergency Fund,36232
3876,64,Female,Salaried,751328.0,Single,1,11449.0,6448,6400.0,647,1531,2005,97,679,543,9002.0,Education,29799
3877,35,Female,Self-Employed,428231.0,Married,3,14461.0,6986,3423.0,2043,1217,366,2368,670,2868,11937.0,Education,34402
3878,31,Male,Unemployed,383568.0,Married,3,8716.0,5393,5049.0,2360,1300,878,2501,1064,1422,4942.0,Emergency Fund,28683
3879,52,Female,Salaried,364262.0,Married,2,20380.0,9479,2034.0,3006,2946,1454,2248,899,4265,15864.0,Emergency Fund,46711
3880,61,Male,Freelancer,670408.0,Married,1,23874.0,12409,3394.0,1826,2257,840,1638,1079,3092,15722.0,Save for Trip,50409
3881,58,Other,Self-Employed,661832.0,Single,1,15659.0,8167,3599.0,2008,1870,729,559,922,1965,13699.0,Buy House,35478
3882,24,Female,Self-Employed,463191.0,Single,1,15336.0,16033,4744.0,1581,0,1317,1113,736,1525,11417.0,Education,41989
3883,58,Male,Salaried,601017.0,Single,2,9062.0,8314,6487.0,696,976,628,792,839,881,6185.0,None,28675
3884,30,Male,Salaried,905426.0,Married,1,11956.0,11224,4592.0,2945,3616,1187,853,612,1283,21197.0,None,38268
3885,35,Male,Self-Employed,405188.0,Single,4,14721.0,4961,4514.0,1050,708,969,1190,311,0,14760.0,Education,27745
3886,54,Other,Salaried,209651.0,Married,3,6258.0,7540,3795.0,430,1577,133,1153,920,2226,9908.0,Education,24032
3887,30,Male,Salaried,691015.0,Married,3,19889.0,6758,3285.0,1532,1402,1859,2355,1134,788,3838.0,Emergency Fund,39002
3888,53,Female,Salaried,577920.0,Married,3,4328.0,3109,6528.0,321,53,728,1532,692,2125,9609.0,Save for Trip,19416
3889,48,Male,Salaried,457995.0,Single,3,1654.0,4926,5264.0,1596,554,1310,2575,662,522,9325.0,Save for Trip,19063
3890,19,Female,Unemployed,730416.0,Single,4,20716.0,9429,4514.0,1540,0,412,920,821,2535,13274.0,Emergency Fund,40796
3891,33,Male,Salaried,767845.0,Single,0,15893.0,13136,7404.0,1908,0,0,1794,833,2787,9129.0,None,43204
3892,26,Female,,158344.0,Single,1,7283.0,10246,838.0,1522,1981,1740,1315,1123,2518,0.0,Buy House,28566
3893,26,Female,Salaried,469480.0,Married,3,12779.0,9345,6533.0,2056,733,990,1899,988,2353,5168.0,None,37676
3894,55,Female,,1063503.0,Single,1,13180.0,4569,2641.0,3875,3371,1112,2169,534,0,14899.0,None,30029
3895,28,Male,Salaried,716681.0,Married,1,12516.0,9942,5199.0,0,2314,1025,2406,391,2118,,Buy House,35415
3896,39,Male,Freelancer,735221.0,Married,4,6834.0,5470,6447.0,3529,1456,2472,1213,845,923,4884.0,Buy House,29189
3897,50,Male,Freelancer,834579.0,Single,1,13579.0,3311,2321.0,562,2288,1532,1493,1187,1794,13223.0,Save for Trip,28067
3898,53,Female,Salaried,603414.0,Single,3,17822.0,4403,6854.0,2451,0,1441,2241,1211,1369,10723.0,Buy House,37086
3899,62,Male,Student,759337.0,Single,1,3367.0,7520,4794.0,3270,1392,585,3012,223,755,4296.0,Emergency Fund,24918
3900,40,Female,Salaried,,Single,4,9578.0,5840,3795.0,1807,2565,869,1565,956,1129,14971.0,Buy House,28104
3901,62,Male,Self-Employed,707808.0,Single,3,6197.0,9150,5333.0,2203,177,997,1356,816,2467,5311.0,None,28696
3902,62,Female,Unemployed,535598.0,Single,4,8183.0,6489,5784.0,2735,2197,1420,1413,229,3595,11842.0,Emergency Fund,32045
3903,51,Female,Student,634412.0,Single,2,13893.0,9111,8559.0,3047,1756,795,0,1026,1869,14760.0,Buy House,39967
3904,26,Female,Unemployed,482328.0,Married,0,5520.0,6756,4712.0,829,0,751,1754,1263,5044,9105.0,Save for Trip,26558
3905,41,Male,Salaried,602563.0,Single,1,20682.0,7806,6269.0,2419,3081,1556,992,991,937,11836.0,Save for Trip,44733
3906,25,Male,Salaried,366302.0,Single,1,12347.0,4076,5180.0,1939,2648,2107,601,1304,4026,2069.0,None,34228
3907,24,Male,Salaried,441875.0,Single,1,10066.0,13741,5533.0,2496,2124,0,1952,932,767,14230.0,Education,37085
3908,53,Male,Self-Employed,,Married,2,2519.0,1478,4621.0,2490,142,1596,1437,735,1827,9548.0,None,16845
3909,35,Female,Freelancer,411259.0,Married,0,12709.0,17958,3862.0,1939,643,807,2196,923,971,16258.0,Buy House,42008
3910,20,Female,Salaried,498997.0,Single,4,12276.0,9895,5576.0,2011,1381,1417,1475,520,1530,2784.0,None,36081
3911,45,Female,Self-Employed,567215.0,Married,2,5377.0,1749,3506.0,2541,2937,891,534,586,3080,4316.0,Emergency Fund,21201
3912,23,Male,Salaried,680452.0,Married,2,7040.0,8396,1995.0,1554,1270,731,1631,876,1955,10897.0,None,25448
3913,61,Female,Salaried,,Married,3,20605.0,8889,5161.0,2758,1684,1059,0,736,1600,4304.0,Save for Trip,42453
3914,61,Female,Self-Employed,507243.0,Single,2,10051.0,13970,3763.0,1262,771,0,2120,1357,3983,9604.0,Emergency Fund,37276
3915,38,Female,Salaried,867021.0,Married,2,12219.0,2605,4565.0,3984,3254,273,2606,737,433,6847.0,Save for Trip,30676
3916,45,Male,Freelancer,787722.0,Single,1,14764.0,2609,2498.0,2489,476,668,1270,800,170,8492.0,None,25744
3917,57,Male,Salaried,700819.0,Married,3,11229.0,9379,6430.0,2254,1669,1020,1656,871,0,7163.0,Buy House,34086
3918,18,Male,Freelancer,630730.0,Single,4,18766.0,8773,960.0,1432,2806,1855,2573,1055,1742,3722.0,None,39962
3919,53,Female,Salaried,663824.0,Married,0,8341.0,13869,5640.0,1882,942,1545,1487,324,1848,5118.0,Emergency Fund,35878
3920,38,Female,Salaried,837410.0,Married,4,9872.0,4007,5790.0,2430,1233,844,136,1249,0,11678.0,Save for Trip,24380
3921,60,Male,Self-Employed,844716.0,Single,3,9942.0,3679,5299.0,3241,604,201,2626,1057,111,2729.0,None,26760
3922,52,Male,Student,866989.0,Married,1,8031.0,15481,6543.0,854,102,1018,1093,955,1419,12676.0,Buy House,35496
3923,30,Female,Salaried,608265.0,Single,0,7610.0,7818,3234.0,656,247,1316,1315,1724,3492,5116.0,Buy House,27412
3924,27,Female,Salaried,710993.0,Single,4,12147.0,5018,7943.0,1539,3086,658,2784,698,4892,15118.0,Education,38765
3925,61,Male,Self-Employed,868709.0,Single,0,18749.0,10823,3653.0,1598,0,805,3467,624,3564,,Buy House,43189
3926,64,Female,Salaried,475257.0,Married,0,6110.0,0,5991.0,1557,760,1817,917,450,5690,14486.0,None,23089
3927,27,Other,Freelancer,536317.0,Single,0,11059.0,9513,7733.0,2478,150,1110,2295,1421,944,9276.0,Buy House,36703
3928,63,Female,Freelancer,603207.0,Single,2,15817.0,5472,4683.0,2233,709,1006,1728,677,2713,10533.0,Buy House,35038
3929,30,Male,Salaried,779920.0,Married,3,21897.0,5992,3920.0,1770,1212,964,2923,1504,2881,14212.0,Emergency Fund,43063
3930,54,Female,Salaried,783034.0,Married,3,16696.0,13181,6191.0,3362,1658,1910,1290,984,674,11710.0,Buy House,45946
3931,55,Female,Freelancer,553827.0,Married,1,10970.0,9717,4140.0,4301,2924,0,1778,902,2599,9641.0,None,37009
3932,41,Male,Salaried,298278.0,Single,4,9196.0,3489,3705.0,2548,2431,1291,1108,897,1028,8100.0,Buy House,25693
3933,19,Female,Self-Employed,649237.0,Single,1,17646.0,8206,6038.0,2444,2210,0,2966,477,902,698.0,Save for Trip,40575
3934,39,Female,Salaried,416337.0,Single,4,16415.0,8468,6130.0,2076,2252,661,1086,970,331,17428.0,Education,38389
3935,34,Female,,302013.0,Married,0,12080.0,6951,4954.0,884,0,0,1093,919,1608,5296.0,Education,28072
3936,53,Male,Salaried,347226.0,Single,4,10962.0,4159,5099.0,2990,1561,1269,2054,1226,2834,13623.0,Emergency Fund,32154
3937,31,Female,Freelancer,665276.0,Single,4,22086.0,8907,5250.0,1765,2811,0,856,1001,268,10259.0,None,42472
3938,27,Female,Salaried,872207.0,Married,0,21319.0,10803,4712.0,1942,3408,0,1785,823,1330,1376.0,None,46044
3939,52,Male,Salaried,607779.0,Single,1,13960.0,9815,4584.0,2137,2722,957,1233,615,1183,5793.0,Emergency Fund,37206
3940,42,Female,Freelancer,642276.0,Single,4,13032.0,5149,2967.0,799,995,1010,1021,961,2169,11871.0,Education,28103
3941,20,Female,Salaried,836579.0,Single,1,6255.0,7369,3904.0,3317,2219,2097,1390,782,1210,4658.0,Save for Trip,28543
3942,64,Female,Salaried,291109.0,Single,1,12224.0,0,4988.0,2840,654,2163,637,920,0,5129.0,Education,23558
3943,55,Male,Salaried,704035.0,Single,3,18041.0,14393,8162.0,1180,2894,4,540,698,2442,12710.0,Education,48354
3944,34,Female,Salaried,597682.0,Single,0,2344.0,5593,3284.0,957,580,576,1051,794,1304,9908.0,Save for Trip,16483
3945,29,Male,Student,713211.0,Married,0,15011.0,5919,4257.0,1213,475,685,3223,427,2090,15133.0,Education,33300
3946,41,Male,Freelancer,503303.0,Single,2,15441.0,2742,3059.0,1200,2645,1689,971,559,2908,8441.0,Buy House,31214
3947,46,Female,Salaried,436413.0,Single,1,15455.0,11444,1883.0,876,1513,737,2935,292,2642,1715.0,None,37777
3948,60,Male,Freelancer,628102.0,Married,2,8733.0,12112,7078.0,2314,2250,0,2015,690,645,5335.0,Education,35492
3949,42,Female,Self-Employed,929838.0,Married,0,10389.0,5721,5795.0,2303,2338,1554,1309,455,1942,11334.0,Save for Trip,31806
3950,53,Male,Student,772182.0,Married,0,8898.0,3449,7033.0,755,332,628,1054,748,938,7407.0,None,23835
3951,43,Male,Salaried,498461.0,Married,2,21945.0,8082,2178.0,4043,1573,2089,1586,840,2690,15059.0,None,45026
3952,55,Male,Self-Employed,331806.0,Married,0,19789.0,6683,5948.0,997,718,1278,3028,911,2562,4678.0,Education,41914
3953,18,Other,Self-Employed,263587.0,Single,0,13863.0,10977,8207.0,0,0,1562,422,221,530,12245.0,Education,35294
3954,37,Female,Salaried,863220.0,Married,3,12167.0,7475,6439.0,2641,1400,1479,1239,563,918,7233.0,Education,34321
3955,45,Female,,408984.0,Single,4,11960.0,7190,5848.0,1987,815,291,2226,932,801,6584.0,Emergency Fund,32050
3956,33,Male,Salaried,534897.0,Single,3,10434.0,10682,3847.0,1613,2100,0,1397,910,2629,,None,33146
3957,64,Male,Freelancer,864242.0,Single,4,2604.0,1696,7187.0,2137,2633,2143,1607,920,3268,4862.0,Emergency Fund,24195
3958,34,Other,Salaried,277220.0,Single,3,12201.0,6755,4033.0,1952,767,1469,0,1125,3401,7285.0,Education,31426
3959,57,Male,Unemployed,898453.0,Single,3,22138.0,8769,5757.0,2699,378,255,1664,486,607,15434.0,Save for Trip,42753
3960,45,Male,Salaried,549272.0,Single,1,13467.0,6289,3442.0,1799,1430,0,1867,513,0,24849.0,Education,27661
3961,29,Female,Self-Employed,370283.0,Single,2,8909.0,9123,4856.0,1505,1804,1995,1414,639,1313,11675.0,Education,31558
3962,44,Male,Student,550530.0,Married,3,13296.0,8886,6465.0,2216,2018,1145,1264,676,2863,10472.0,Buy House,38829
3963,59,Female,Self-Employed,455481.0,Married,1,10897.0,11516,6355.0,2793,3536,1845,2497,1113,363,8610.0,Buy House,40915
3964,64,Female,Student,688164.0,Single,3,7021.0,6903,5026.0,1903,2669,1307,1975,706,3148,5421.0,None,30658
3965,47,Male,Freelancer,470374.0,Married,2,6402.0,0,8228.0,1951,1487,546,1814,938,0,14619.0,None,20254
3966,58,Male,Salaried,217672.0,Single,1,12180.0,1810,4685.0,3294,3848,563,3197,526,3879,9994.0,None,33982
3967,51,Male,Self-Employed,555887.0,Married,4,4694.0,9854,6719.0,2046,2364,938,1245,1086,1944,4489.0,Emergency Fund,30890
3968,54,Female,Salaried,328691.0,Single,2,12084.0,8726,4156.0,540,2482,948,1510,505,3657,19353.0,None,34608
